               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 460,           0.0095421,           0.0057769,           0.0068533,             0.97111,             0.98984,               0.995,             0.98181,           0.0039676,           0.0018672,           0.0025571,           0.0009118,           0.0009118,           0.0009118
                 461,             0.01051,           0.0049473,            0.014465,             0.97099,             0.99254,               0.995,             0.98147,           0.0035834,           0.0018361,           0.0023771,            0.000892,            0.000892,            0.000892
                 462,           0.0081875,           0.0043811,           0.0061694,              0.9709,             0.99528,               0.995,             0.98192,           0.0039361,           0.0018696,           0.0022171,           0.0008722,           0.0008722,           0.0008722
                 463,            0.011514,           0.0057104,            0.011476,             0.97161,             0.99857,               0.995,             0.98195,           0.0035281,           0.0018252,           0.0020064,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0098948,           0.0046895,           0.0066701,             0.97271,             0.99856,               0.995,             0.97946,           0.0039262,           0.0018625,           0.0019377,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0088282,           0.0052119,           0.0095393,             0.97463,             0.99854,               0.995,             0.98196,           0.0037497,           0.0018308,           0.0018436,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0091519,           0.0045168,           0.0063171,             0.99158,             0.98399,               0.995,             0.97657,            0.003867,           0.0018465,           0.0017712,            0.000793,            0.000793,            0.000793
                 467,            0.011427,           0.0050009,           0.0072968,             0.99293,             0.98421,               0.995,             0.97918,           0.0040606,           0.0018671,           0.0017384,           0.0007732,           0.0007732,           0.0007732
                 468,            0.009793,           0.0051564,           0.0097816,             0.99428,             0.98448,               0.995,             0.97722,           0.0038702,           0.0018715,           0.0017006,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0093421,           0.0050982,           0.0069924,             0.99529,             0.98592,               0.995,             0.98191,           0.0036767,           0.0018238,            0.001669,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0098761,           0.0050826,           0.0089702,             0.99526,             0.98563,               0.995,             0.98213,           0.0036752,           0.0017963,           0.0016677,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0098352,           0.0053927,            0.014204,              0.9955,              0.9874,               0.995,              0.9788,           0.0035849,           0.0017824,           0.0016414,            0.000694,            0.000694,            0.000694
                 472,            0.011527,           0.0053917,           0.0082432,             0.99559,             0.99125,               0.995,              0.9788,            0.003515,           0.0017601,           0.0016135,           0.0006742,           0.0006742,           0.0006742
                 473,           0.0096974,            0.005322,           0.0093662,             0.99547,             0.99377,               0.995,              0.9791,            0.003516,           0.0017558,           0.0016077,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0098498,           0.0048819,           0.0075099,             0.99566,             0.99584,               0.995,             0.97977,           0.0035467,           0.0017663,           0.0016055,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0086952,            0.004419,           0.0079839,             0.99556,             0.99342,               0.995,             0.98205,           0.0034044,           0.0017573,           0.0016088,           0.0006148,           0.0006148,           0.0006148
                 476,           0.0099543,           0.0046806,           0.0079273,             0.99555,             0.98794,               0.995,             0.97889,           0.0034326,           0.0017572,           0.0016238,            0.000595,            0.000595,            0.000595
                 477,             0.01006,           0.0045873,           0.0068385,             0.99536,             0.98691,               0.995,             0.98175,           0.0034866,           0.0017364,           0.0016265,           0.0005752,           0.0005752,           0.0005752
                 478,            0.011481,           0.0049466,            0.011539,             0.99502,             0.98586,               0.995,             0.97857,           0.0034535,            0.001712,            0.001646,           0.0005554,           0.0005554,           0.0005554
                 479,            0.010464,           0.0056886,           0.0082061,             0.99449,             0.98483,               0.995,             0.98478,            0.003373,           0.0016842,           0.0016771,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0090154,           0.0052186,           0.0067795,             0.99378,             0.98433,               0.995,             0.98262,            0.003498,           0.0016928,           0.0016989,           0.0005158,           0.0005158,           0.0005158
                 481,           0.0099818,           0.0061701,            0.011942,             0.99244,             0.98423,               0.995,             0.98257,           0.0035727,           0.0016978,           0.0017188,            0.000496,            0.000496,            0.000496
                 482,           0.0076545,             0.00608,             0.00661,             0.97667,             0.99846,               0.995,             0.98258,           0.0034376,           0.0016837,           0.0017512,           0.0004762,           0.0004762,           0.0004762
                 483,           0.0094031,           0.0050169,           0.0067183,             0.97609,             0.99846,               0.995,             0.98539,           0.0034071,           0.0016917,            0.001767,           0.0004564,           0.0004564,           0.0004564
                 484,           0.0088761,           0.0052332,           0.0049946,             0.97502,             0.99842,               0.995,             0.98539,            0.003427,           0.0017065,           0.0018011,           0.0004366,           0.0004366,           0.0004366
                 485,           0.0089975,           0.0049212,           0.0066055,             0.97439,              0.9984,               0.995,             0.98429,           0.0033902,            0.001702,           0.0018226,           0.0004168,           0.0004168,           0.0004168
                 486,           0.0086804,           0.0046353,           0.0058203,             0.97473,             0.99838,               0.995,             0.98541,           0.0033172,           0.0016869,           0.0018098,            0.000397,            0.000397,            0.000397
                 487,           0.0086231,           0.0047626,           0.0080032,             0.97456,             0.99839,               0.995,             0.98795,           0.0033294,           0.0016829,           0.0018149,           0.0003772,           0.0003772,           0.0003772
                 488,            0.009181,           0.0050476,           0.0065734,             0.97481,             0.99839,               0.995,             0.98274,           0.0033793,             0.00168,           0.0018053,           0.0003574,           0.0003574,           0.0003574
                 489,            0.009052,            0.005103,            0.007139,             0.97418,              0.9984,               0.995,             0.98542,           0.0032951,           0.0016641,           0.0018259,           0.0003376,           0.0003376,           0.0003376
                 490,            0.010081,           0.0050923,           0.0068422,             0.97417,             0.99841,               0.995,             0.98542,           0.0032962,           0.0016656,           0.0018255,           0.0003178,           0.0003178,           0.0003178
                 491,            0.010931,            0.005108,             0.01176,             0.97399,              0.9984,               0.995,               0.988,           0.0032835,           0.0016651,           0.0018266,            0.000298,            0.000298,            0.000298
                 492,           0.0093194,           0.0060779,           0.0086093,              0.9742,              0.9984,               0.995,              0.9853,           0.0033062,           0.0016628,           0.0018188,           0.0002782,           0.0002782,           0.0002782
                 493,           0.0086475,           0.0053653,            0.008555,             0.97471,             0.99844,               0.995,             0.98529,           0.0032984,            0.001657,            0.001795,           0.0002584,           0.0002584,           0.0002584
                 494,           0.0085112,           0.0050274,            0.010136,             0.97656,             0.99847,               0.995,             0.98797,           0.0032859,           0.0016553,           0.0017261,           0.0002386,           0.0002386,           0.0002386
                 495,            0.010129,           0.0051836,           0.0083703,             0.99275,               0.984,               0.995,             0.98797,           0.0033058,           0.0016592,            0.001674,           0.0002188,           0.0002188,           0.0002188
                 496,           0.0082336,             0.00537,           0.0064702,             0.99444,             0.98454,               0.995,             0.98538,           0.0033391,           0.0016649,           0.0016447,            0.000199,            0.000199,            0.000199
                 497,            0.010327,           0.0053657,           0.0077509,             0.99467,             0.98505,               0.995,             0.98268,           0.0033576,           0.0016652,           0.0016294,           0.0001792,           0.0001792,           0.0001792
                 498,           0.0090281,           0.0048898,           0.0077751,             0.99492,             0.98556,               0.995,             0.98267,           0.0033433,           0.0016614,           0.0016093,           0.0001594,           0.0001594,           0.0001594
                 499,            0.009746,           0.0053675,           0.0057961,             0.99533,             0.98674,               0.995,             0.98526,           0.0033118,           0.0016519,           0.0015861,           0.0001396,           0.0001396,           0.0001396
